Time (UTC),Latitude,Longitude,Temperature QC,Temperature,Salinity QC,Salinity,Chlorophyll QC,Chlorophyll,Turbidity QC,Turbidity,Oxygen QC,Oxygen,Waves QC,Significant wave height,Wave from direction,Wave period,North surface currents,East surface currents
day-month-year hour:minute:second,Degrees East,Degrees North,QC Code,Degrees Celsius,QC Code,practical salinity unit,QC Code,Micrograms per Liter,QC Code,Nephelometric Turbidity Units,QC Code,millilitres O2 per liter,QC Code,meters,Degrees clockwise from due north,seconds,meters/second,meters/second
Dd-MMM-yyyy HH:mm:ss,deg e,deg n,int,°C,int,PSU,int,ug/L,int,NTU,int,ml/L,int,meters,°,s,m/s,m/s
31-Mar-19 00:00:00,36.99818,-76.08703,1,10.88,1,14.4,1,7.84,1,2,1,11.15,1,0.5,141.3,2.7,209.32,-97.66
31-Mar-19 01:00:00,36.99817,-76.08700,1,11.32,1,14.44,1,7.46,1,2.36,1,10.99,1,0.47,138.7,2.7,169.18,-10.43
31-Mar-19 02:00:00,36.99813,-76.08694,1,11.03,1,14.83,1,7.12,1,2.21,1,10.68,1,0.49,138.9,2.8,-29.12,136.81
31-Mar-19 03:00:00,36.99809,-76.08692,1,11.44,1,14.25,1,7.23,1,2.47,1,10.82,1,0.45,135.9,3,-82.21,252.86
31-Mar-19 04:00:00,36.99805,-76.08691,1,11.9,1,13.46,1,7.26,1,2.55,1,10.86,1,0.42,156.2,2.8,-135.23,325.12
31-Mar-19 05:00:00,36.99804,-76.08692,1,11.67,1,13.63,1,7.27,1,2.48,1,10.81,1,0.45,145.2,3,-166.02,279
31-Mar-19 06:00:00,36.99805,-76.08689,1,11.29,1,13.5,1,7.02,1,2.53,1,10.72,1,0.45,130.4,3.2,-150.44,195.72
31-Mar-19 07:00:00,36.99810,-76.08694,1,10.83,1,14,1,6.95,1,2.22,1,10.68,1,0.48,133,3.1,-127.86,20.95
31-Mar-19 08:00:00,36.99814,-76.08698,1,10.75,1,14.15,1,7.08,1,2.15,1,10.62,1,0.5,141.1,3.1,18.03,-151.19
31-Mar-19 09:00:00,36.99820,-76.08701,1,10.86,1,14.04,1,6.74,1,2.24,1,10.56,1,0.56,159.1,2.8,211.12,-300.46
31-Mar-19 10:00:00,36.99819,-76.08704,1,11.22,1,14.04,1,6.82,1,2.39,1,10.48,1,0.62,187.1,2.7,308.52,-264.35
31-Mar-19 11:00:00,36.99820,-76.08705,1,11.41,1,14.47,1,6.98,1,2.34,1,10.36,1,0.58,193.6,2.7,322.46,-206.33
31-Mar-19 12:00:00,36.99823,-76.08705,1,10.93,3,16.5,1,6.14,1,2.15,1,10.14,1,0.53,188.8,2.7,309.24,-173.86
31-Mar-19 13:00:00,36.99827,-76.08701,1,10.77,1,18.12,3,3.17,1,2.19,1,9.97,1,0.5,200.8,2.6,304.53,-132.69
31-Mar-19 14:00:00,36.99823,-76.08697,1,10.91,1,18.72,1,2.4,1,2.31,1,9.92,1,0.53,216.7,2.6,114.05,12.36
31-Mar-19 15:00:00,36.99817,-76.08692,1,10.71,1,19.86,1,3.26,1,2.05,1,9.92,1,0.46,203.6,2.6,-1.94,197.3
31-Mar-19 16:00:00,36.99811,-76.08688,1,11.59,3,15.71,1,4.6,1,2.23,3,10.42,1,0.46,225.8,2.6,-108.85,462.48
31-Mar-19 17:00:00,36.99806,-76.08688,1,11.2,1,14.69,1,6.76,1,2.16,1,10.54,1,0.35,164.6,2.9,-179.43,513.11
31-Mar-19 18:00:00,36.99806,-76.08691,1,11.42,1,13.99,1,7.64,1,2.57,1,10.51,1,0.31,118.8,3.2,-295.87,518.58
31-Mar-19 19:00:00,36.99798,-76.08696,1,11.25,1,14.09,1,8.56,1,2.74,1,10.43,1,0.33,110.6,3.2,-210.75,361.11
31-Mar-19 20:00:00,36.99797,-76.08697,1,11.04,1,15.05,1,8.29,1,2.48,1,10.37,3,0.78,9.3,2.8,-297.42,326.59
31-Mar-19 21:00:00,36.99796,-76.08700,1,10.7,1,15.8,1,7.95,1,2.13,1,10.38,1,0.97,356.1,3.2,-264.34,219.82
31-Mar-19 22:00:00,36.99798,-76.08701,1,10.75,1,16.08,1,6.22,1,2.07,1,10.37,1,0.78,356.3,3.2,-180.51,122.64
31-Mar-19 23:00:00,36.99800,-76.08703,1,10.63,1,16.85,1,6.54,1,1.95,1,10.33,1,0.59,4.2,3.2,-73.39,57.44
01-Apr-19 00:00:00,36.99799,-76.08704,1,10.31,1,17.6,1,6.97,1,1.63,1,10.38,1,0.45,21.2,3.1,53.12,-94.97
01-Apr-19 01:00:00,36.99796,-76.08701,1,10.39,1,16.39,1,7.43,1,1.68,1,10.52,1,0.56,358.2,2.7,-62.36,33.18
01-Apr-19 02:00:00,36.99797,-76.08698,1,10.32,1,17.04,1,7.03,1,1.7,1,10.38,1,0.88,358.8,3.2,-131.14,145.82
01-Apr-19 03:00:00,36.99795,-76.08694,1,10.28,1,17.09,1,6.88,1,1.74,1,10.23,1,1.01,356.3,3.2,-250.51,411.13
01-Apr-19 04:00:00,36.99795,-76.08691,1,10.32,1,16.74,1,6.67,1,1.89,1,10.2,1,1.05,359,3.2,-454.36,647.24
01-Apr-19 05:00:00,36.99794,-76.08689,1,10.26,1,16.26,1,6.85,1,2.33,1,10.19,1,0.96,2.2,3.3,-559.62,865.43
01-Apr-19 06:00:00,36.99795,-76.08688,1,10.21,1,15.92,1,6.63,1,2.18,1,10.16,1,0.91,0,3.2,-646.62,763.85
01-Apr-19 07:00:00,36.99794,-76.08691,1,10,1,15.55,1,6.92,1,2.3,1,10.04,1,0.89,353.8,3.1,-619.86,615.7
01-Apr-19 08:00:00,36.99796,-76.08696,1,9.88,1,16.53,1,7.67,3,4.23,1,9.83,1,1.23,338.2,3.4,-483.4,437.31
01-Apr-19 09:00:00,36.99795,-76.08697,1,9.75,1,16.33,1,7.4,1,3.93,1,9.83,1,1.1,347.6,3.4,-374.11,161.1
01-Apr-19 10:00:00,36.99794,-76.08697,1,9.72,1,16.44,1,7.43,1,4.15,1,9.79,1,1.17,341.8,3.6,-218.32,19.19
01-Apr-19 11:00:00,36.99794,-76.08702,1,9.59,1,16.09,1,6.82,1,3.04,1,9.77,1,1.11,341,3.6,-78.92,-42.59
01-Apr-19 12:00:00,36.99797,-76.08701,1,9.57,1,16.08,1,5.31,1,3.04,1,9.8,1,1.06,346.8,3.5,-2,-59.82
01-Apr-19 13:00:00,36.99799,-76.08700,1,9.55,1,16.11,1,3.89,1,2.96,1,9.85,1,1.11,343.3,3.6,-13.44,-38.1
01-Apr-19 14:00:00,36.99798,-76.08697,1,9.55,1,16.26,1,3.82,1,3.14,1,9.89,1,0.98,349.3,3.5,37.45,54.33
01-Apr-19 15:00:00,36.99800,-76.08692,1,9.62,1,16.24,1,3.39,1,3.58,1,9.86,1,0.98,353.7,3.5,-17.47,220.28
01-Apr-19 16:00:00,36.99800,-76.08692,1,9.64,1,15.59,1,3.12,1,4.03,1,10.06,1,0.8,359.8,3.1,-109.25,386.48
01-Apr-19 17:00:00,36.99798,-76.08694,1,9.72,1,15.3,1,2.67,1,3.4,1,10.13,1,0.66,10.8,3.1,-186.82,366.79
01-Apr-19 18:00:00,36.99798,-76.08697,1,9.82,1,15.25,1,2.68,1,2.97,1,10.17,1,0.53,8.5,2.9,-138.66,233.37
01-Apr-19 19:00:00,36.99797,-76.08697,1,10.01,1,15.35,1,2.43,1,2.5,1,10.23,1,0.45,22.6,3,-109.3,107.96
01-Apr-19 20:00:00,36.99800,-76.08702,1,10.16,1,15.35,1,2.71,1,2.35,1,10.25,1,0.39,38.8,3.1,44.06,-73.5
01-Apr-19 21:00:00,36.99807,-76.08709,1,10.31,1,15.56,1,2.35,1,2.12,1,10.15,1,0.37,49.7,3.2,202.7,-215.78
01-Apr-19 22:00:00,36.99814,-76.08714,1,10.55,1,15.79,1,2.82,1,1.84,1,10.11,1,0.29,61.9,3.1,361.01,-381.84
01-Apr-19 23:00:00,36.99817,-76.08714,1,10.5,1,15.94,3,6.24,1,2.6,1,10.4,1,0.33,65.1,3.2,327.31,-340.99
02-Apr-19 00:00:00,36.99819,-76.08719,3,9.95,1,16.43,1,4.93,1,1.72,1,10.21,1,0.24,60.8,3.2,511.5,-447.28
02-Apr-19 01:00:00,36.99822,-76.08722,1,9.39,1,17.17,1,4.19,1,1.68,1,10.01,1,0.21,52.8,3.4,439.73,-443.18
02-Apr-19 02:00:00,36.99822,-76.08723,1,9.67,3,18.69,1,5.39,1,2.08,1,10.01,1,0.21,54.4,3.9,331.44,-263.07
02-Apr-19 03:00:00,36.99822,-76.08722,1,9.65,1,18.97,1,5.52,1,2.18,1,10.04,3,0.21,55.7,2.7,179.37,-69.02
02-Apr-19 04:00:00,36.99820,-76.08721,1,9.38,3,20.94,1,5.33,1,2.19,1,9.83,1,0.34,75.6,2.4,4.82,80.84
02-Apr-19 05:00:00,36.99815,-76.08718,1,9.27,1,21.6,1,5.07,1,2.16,1,9.76,1,0.4,76.7,2.5,-66.86,178.6
02-Apr-19 06:00:00,36.99816,-76.08715,1,9.21,1,21.17,1,4.83,1,2.03,1,9.75,1,0.46,95.8,2.6,-180.52,177
02-Apr-19 07:00:00,36.99815,-76.08719,1,9.51,3,18.26,1,5.7,1,2.11,1,9.83,1,0.46,106,2.7,-172.08,131.56
02-Apr-19 08:00:00,36.99816,-76.08719,1,9.5,1,17.97,1,5.96,1,2.16,1,9.86,1,0.51,112.1,2.6,-166.68,15.71
02-Apr-19 09:00:00,36.99817,-76.08720,1,9.48,1,18.26,1,5.93,1,2.11,1,9.81,1,0.46,95.9,2.5,-56.98,-123.2
02-Apr-19 10:00:00,36.99816,-76.08723,1,9.1,1,20.29,1,4.9,1,1.99,1,9.84,1,0.49,80.1,2.5,48.69,-332.53
02-Apr-19 11:00:00,36.99820,-76.08724,1,9.28,1,17.74,1,6.37,1,2.98,1,9.93,1,0.6,71.8,2.6,235.93,-310.19
02-Apr-19 12:00:00,36.99822,-76.08726,1,8.94,4,24,1,4.86,1,3.12,1,9.62,1,0.65,69.1,2.7,349.08,-341.22
02-Apr-19 13:00:00,36.99822,-76.08727,1,9.02,1,23.46,1,4.47,1,2.44,1,9.74,1,0.74,68.2,2.9,301.8,-425.54
02-Apr-19 14:00:00,36.99821,-76.08728,1,9.16,1,22.19,1,4.3,1,2.2,1,9.81,1,0.86,67.2,3.1,268.44,-303.02
02-Apr-19 15:00:00,36.99820,-76.08726,1,9.16,1,23.46,1,2.8,1,1.88,1,9.8,1,0.95,66.2,3.2,192.39,-164.2
02-Apr-19 16:00:00,36.99813,-76.08725,1,9.12,1,24.55,1,4.02,1,1.86,1,9.76,1,0.99,69.4,3.4,86.41,-42.52
02-Apr-19 17:00:00,36.99808,-76.08724,2,9.18,2,24.02,2,4.75,2,1.8,2,9.84,2,1.06,59.1,3.5,-137.23,-10.1
02-Apr-19 18:00:00,36.99804,-76.08717,1,9.12,1,24.16,1,5.48,1,2.02,1,9.82,1,1.05,54.5,3.6,-234.23,144.92
02-Apr-19 19:00:00,36.99800,-76.08710,1,9.11,1,23.85,1,5.64,1,2.17,1,9.84,1,1.17,43.4,3.6,-265.16,174.56
02-Apr-19 20:00:00,36.99800,-76.08714,1,9.08,1,24.17,1,5.3,1,2.69,1,9.79,1,1.22,40.1,3.6,-249.99,96.58
02-Apr-19 21:00:00,36.99802,-76.08720,1,9.08,1,23.9,1,5.17,1,2.56,1,9.81,1,1.16,48.6,3.5,-144.65,-28.53
02-Apr-19 22:00:00,36.99809,-76.08724,1,9.07,1,23.95,1,5.22,1,2.22,1,9.78,1,1.06,58.9,3.6,-16.24,-164.35
02-Apr-19 23:00:00,36.99815,-76.08728,1,9.03,1,24.15,1,4.5,1,1.93,1,9.64,1,1.2,61.6,3.8,92.83,-358.73
03-Apr-19 00:00:00,36.99817,-76.08728,1,8.97,1,24.41,1,4.89,1,1.76,1,9.73,1,1.15,49.2,3.9,233.73,-399.91
03-Apr-19 01:00:00,36.99817,-76.08723,1,8.92,1,25.56,1,4.64,3,3.19,1,9.53,1,1.32,53,4.3,252.55,-290.92
03-Apr-19 02:00:00,36.99808,-76.08720,1,8.89,1,26,1,4.77,1,3.26,1,9.43,1,1.44,22,4.4,196.23,-138.72
03-Apr-19 03:00:00,36.99799,-76.08705,1,8.87,1,26.29,1,4.79,1,3.72,1,9.42,1,1.54,11.3,4.5,65.65,14.1
03-Apr-19 04:00:00,36.99798,-76.08692,1,8.85,1,26.35,1,4.55,1,2.87,1,9.45,1,1.39,15.5,4.3,-78.4,349.32
03-Apr-19 05:00:00,36.99796,-76.08692,1,8.88,1,26.02,1,4.83,1,4.1,1,9.46,1,1.28,24.1,4.2,-165.54,375.82
03-Apr-19 06:00:00,36.99798,-76.08687,1,8.94,1,25.04,1,4.88,1,2.82,1,9.57,1,1.09,40.4,4,-200.91,498.29
03-Apr-19 07:00:00,36.99796,-76.08691,1,9.1,3,21.9,1,5.14,1,2.44,1,9.69,1,0.97,62.2,4.1,-203.89,414.28
03-Apr-19 08:00:00,36.99797,-76.08690,1,9.19,1,20.1,1,5.22,1,2.22,1,9.76,1,1.18,69.5,4.5,-287.49,310.72
03-Apr-19 09:00:00,36.99797,-76.08692,1,9.21,1,20.13,1,5.3,1,2.27,1,9.73,1,1.13,72.3,4.6,-240.14,122.31
03-Apr-19 10:00:00,36.99798,-76.08692,1,9.23,1,19.86,1,5.48,1,2.24,1,9.73,1,1.02,68.9,4.6,-98.22,-95.8
03-Apr-19 11:00:00,36.99804,-76.08699,1,9.16,1,20.3,1,5.13,1,2.22,1,9.7,1,1.02,59.8,4.7,-12.32,-255.24
03-Apr-19 12:00:00,36.99806,-76.08706,2,9.07,2,15.85,2,3.88,2,2.14,2,10.01,2,0.86,54.5,4.4,160.12,-304.67
03-Apr-19 13:00:00,36.99814,-76.08704,2,8.97,2,22.42,2,2.25,2,2.16,2,9.7,2,0.8,70.5,4.6,240.71,-336.35
03-Apr-19 14:00:00,36.99815,-76.08700,2,9.09,2,22.85,2,1.55,2,2.04,2,9.7,2,0.73,67.2,4.8,327.12,-212.91
03-Apr-19 15:00:00,36.99813,-76.08691,2,9.32,2,21.75,2,1.53,2,1.96,2,9.84,2,0.67,51.3,4,214.47,-73.54
03-Apr-19 16:00:00,36.99810,-76.08689,2,9.41,2,22.61,2,1.65,2,2.1,2,9.85,2,0.57,48.3,3.5,118.58,138.96
03-Apr-19 17:00:00,36.99806,-76.08685,2,9.76,2,21.75,2,1.58,2,2.07,2,9.9,2,0.48,53.5,3.2,-29.07,281.15
03-Apr-19 18:00:00,36.99802,-76.08688,2,10.27,2,19.2,2,1.83,2,1.95,2,10.12,2,0.37,80.5,3.6,-93.83,398.33
03-Apr-19 19:00:00,36.99801,-76.08688,4,10.79,4,17.26,4,2.54,4,2.11,4,10.36,4,0.41,89.4,5.2,-118.59,441.8
03-Apr-19 21:00:00,36.99799,-76.08693,2,11.34,2,16.7,2,3.36,2,2.55,2,10.41,2,0.47,102.3,4.9,-180.11,261.45
03-Apr-19 22:00:00,36.99804,-76.08694,2,11.09,2,16.27,2,5.98,2,2.23,2,10.69,2,0.39,90.2,4.5,-0.38,43.93
03-Apr-19 23:00:00,36.99811,-76.08698,2,11.01,2,16.35,2,7.76,2,2.12,2,10.75,2,0.4,84.9,4.5,145.02,-181.45
04-Apr-19 00:00:00,36.99812,-76.08702,2,10.84,2,16.63,2,7.49,2,2.03,2,10.71,2,0.35,84.8,4.4,345.11,-329.32
04-Apr-19 01:00:00,36.99814,-76.08702,2,10.75,2,16.71,2,7.36,2,1.92,2,10.67,2,0.34,90.1,4.6,410.23,-336.91
04-Apr-19 02:00:00,36.99811,-76.08702,2,10.65,2,16.91,2,6.71,2,1.85,2,10.58,2,0.33,86.4,4.1,292.4,-262.13
04-Apr-19 03:00:00,36.99813,-76.08696,9,10.65,9,17,9,7.04,9,1.82,9,10.58,9,0.32,93.6,3.6,248.05,-133.27
04-Apr-19 04:00:00,36.99810,-76.08691,2,10.59,2,17.38,2,6.84,2,1.87,2,10.52,2,0.3,143.7,2.6,71.64,67.25
04-Apr-19 05:00:00,36.99803,-76.08685,2,10.1,2,19.53,2,5.93,2,1.97,2,10.26,2,0.33,174.4,2.4,-137.19,322.31
04-Apr-19 06:00:00,36.99802,-76.08682,2,10.49,2,18.41,2,5.89,2,2.07,2,10.22,2,0.32,170.5,2.6,-261.95,548.43
04-Apr-19 07:00:00,36.99800,-76.08683,2,10.55,2,17.28,2,6.09,2,2.4,2,10.22,2,0.27,169.9,2.6,-297.39,657.5
04-Apr-19 08:00:00,36.99801,-76.08686,2,10.46,2,17.63,2,6.5,2,2.21,2,10.25,2,0.23,124.9,3.3,-323.67,567.08
04-Apr-19 09:00:00,36.99798,-76.08688,2,10.7,2,16.04,2,7.32,2,1.99,2,10.21,2,0.23,104,4.6,-300.77,504.29
04-Apr-19 10:00:00,36.99798,-76.08689,2,10.43,9,16.65,2,7.68,2,1.83,2,10.29,9,0.25,93.8,4.2,-167.56,287.18
04-Apr-19 11:00:00,36.99800,-76.08696,9,10.25,2,16.31,9,8.03,9,1.9,9,10.37,2,0.34,96.7,4,-211.47,148.34
04-Apr-19 12:00:00,36.99800,-76.08700,2,10.25,2,15.95,2,7.66,2,1.78,2,10.5,2,0.33,103.2,4,-137.67,-30.35
04-Apr-19 13:00:00,36.99804,-76.08703,2,10.26,2,16.08,2,6,2,1.7,2,10.56,2,0.31,107.6,3.8,5.88,-112.46
04-Apr-19 14:00:00,36.99806,-76.08701,2,10.36,2,16.73,2,4.01,2,1.63,2,10.6,2,0.3,104.1,3.9,84.51,-34.22
04-Apr-19 15:00:00,36.99804,-76.08700,2,10.5,2,16.83,2,4.5,2,1.64,2,10.66,2,0.27,103.5,3.6,64.49,71.28
04-Apr-19 16:00:00,36.99801,-76.08695,2,10.63,2,16.95,2,3.31,2,1.67,2,10.74,2,0.34,72.4,2.5,-40.98,223.31
04-Apr-19 17:00:00,36.99802,-76.08690,2,10.83,2,17.16,2,3.14,2,1.65,2,10.72,2,0.36,58.1,2.6,-173.88,432.72
04-Apr-19 18:00:00,36.99801,-76.08689,4,10.87,4,17.15,4,2.96,4,1.74,4,10.78,4,0.31,58.1,2.5,-254.37,541.93
04-Apr-19 19:00:00,36.99798,-76.08689,2,10.71,2,16.17,2,2.98,2,1.79,2,10.8,2,0.27,80.4,2.7,-329.46,606.13
04-Apr-19 20:00:00,36.99796,-76.08691,2,10.73,2,15.96,2,3.38,2,1.83,2,10.75,2,0.27,101.2,3,-413.59,578.41
04-Apr-19 21:00:00,36.99797,-76.08692,2,10.81,2,15.46,2,4.1,2,1.88,2,10.81,2,0.29,105.1,3.2,-355.84,474.88
04-Apr-19 22:00:00,36.99800,-76.08694,2,10.98,2,15.46,2,5.84,2,1.92,2,10.82,2,0.34,107.6,3.2,-276.04,277.64
04-Apr-19 23:00:00,36.99804,-76.08697,2,11.04,2,15.85,2,7.09,2,1.74,2,10.8,2,0.39,95.7,3.1,-111.9,52.76
05-Apr-19 00:00:00,36.99807,-76.08703,2,10.81,2,15.83,2,8.12,2,1.84,2,10.73,2,0.4,91.4,3.1,125.42,-168.2
05-Apr-19 01:00:00,36.99811,-76.08705,2,10.67,2,15.82,2,8.19,2,1.81,2,10.74,2,0.35,82,3,244.3,-207.16
05-Apr-19 02:00:00,36.99810,-76.08706,4,10.48,4,16.43,4,7.37,4,1.62,4,10.6,4,0.29,90.9,3.3,318.85,-236.07
05-Apr-19 03:00:00,36.99813,-76.08704,2,10.1,2,17.76,2,7.25,2,1.73,2,10.39,2,0.33,87.9,2.6,198.97,-146.31
05-Apr-19 04:00:00,36.99812,-76.08700,2,9.96,2,18.52,2,8.34,2,2.25,2,10.2,2,0.36,91.3,2.7,109.06,-29.31
05-Apr-19 05:00:00,36.99809,-76.08693,2,10.53,2,16.87,2,7.41,2,1.71,2,10.53,2,0.3,99.7,2.8,60.64,93.79
05-Apr-19 06:00:00,36.99806,-76.08691,2,10.37,2,17.32,2,7.43,2,1.72,2,10.38,2,0.29,104.5,2.8,-83.21,249.2
05-Apr-19 07:00:00,36.99803,-76.08687,2,10.13,2,17.71,2,7.86,2,1.97,2,10.25,2,0.27,115.5,2.9,-212.74,401.54
05-Apr-19 08:00:00,36.99803,-76.08684,2,10.44,2,16.68,2,7.72,2,1.95,2,10.34,2,0.23,105.2,3.1,-219.56,477.09
05-Apr-19 09:00:00,36.99800,-76.08686,9,10.27,2,16.77,2,7.85,9,1.95,9,10.25,2,0.26,102.8,3.3,-215.82,442.96
05-Apr-19 10:00:00,36.99800,,2,10.23,9,15.87,9,8.31,2,1.97,2,10.2,9,0.3,103,3.2,-184.7,366.69
05-Apr-19 11:00:00,36.99800,-76.08694,2,10.27,2,15.53,2,8.76,2,1.9,2,10.22,2,0.32,102.2,3.3,-179.13,190.14
05-Apr-19 12:00:00,36.99806,-76.08700,2,10.25,2,15.69,2,8.31,2,1.82,2,10.22,2,0.36,103.7,3.2,-37.63,-65.53
05-Apr-19 13:00:00,36.99812,-76.08706,2,10.24,2,15.74,2,8.39,2,1.82,2,10.24,2,0.34,93.4,3.3,162.23,-210.59
05-Apr-19 14:00:00,36.99813,-76.08712,2,10.56,2,16.15,2,8.49,2,1.92,2,10.41,2,0.58,70.9,2.7,251.32,-197.12
05-Apr-19 15:00:00,36.99813,-76.08711,2,10.49,2,16.49,2,5.66,2,1.9,2,10.37,2,0.69,69,2.9,188.86,-106.74
05-Apr-19 16:00:00,36.99808,-76.08712,2,10.47,2,16.79,2,6.37,2,1.88,2,10.38,2,0.71,67.9,2.9,52.38,56.75
05-Apr-19 17:00:00,36.99807,-76.08712,4,10.53,4,16.82,4,5.12,4,1.87,4,10.43,4,0.59,69.4,2.9,-42.04,136.15
05-Apr-19 18:00:00,36.99804,-76.08704,2,10.59,2,17.19,2,3.8,2,1.84,2,10.39,2,0.59,80.1,2.8,-169.09,273.13
05-Apr-19 19:00:00,36.99801,-76.08696,2,10.56,2,17.32,2,7.3,2,1.93,2,10.44,2,0.63,89.5,3.3,-236.28,400.44
05-Apr-19 20:00:00,36.99797,-76.08693,2,10.51,2,17.02,2,8.87,2,1.9,2,10.48,2,0.51,93.5,3.4,-206.07,445.33
05-Apr-19 21:00:00,36.99798,-76.08693,2,10.31,2,16.5,2,8.26,2,1.74,2,10.35,2,0.57,90.5,3.4,-177.67,423.04
05-Apr-19 22:00:00,36.99801,-76.08703,2,10.25,2,16.08,2,7.95,2,1.93,2,10.3,2,0.63,88.6,3.2,-237.29,170.02
05-Apr-19 23:00:00,36.99804,-76.08709,2,10.26,2,15.85,2,8.28,2,1.83,2,10.35,2,0.69,92.6,3.1,-136.43,-26.78
06-Apr-19 00:00:00,36.99808,-76.08711,2,10.35,2,16.1,2,8.41,2,1.73,2,10.35,2,0.57,81.4,3.1,65.15,-146.42
06-Apr-19 01:00:00,36.99812,-76.08713,4,10.32,4,16.7,4,7.52,4,1.7,4,10.2,4,0.48,84,3.3,289.96,-323.84
06-Apr-19 02:00:00,36.99813,-76.08716,2,10.73,2,16.99,2,7.79,2,2.09,2,10.35,2,0.45,76.1,3.4,397.25,-341.46
06-Apr-19 03:00:00,36.99816,-76.08714,2,10.7,2,17.12,2,7.93,2,1.89,2,10.4,2,0.55,86.8,3.9,277.84,-227.83
06-Apr-19 04:00:00,36.99817,-76.08711,2,10.73,2,17.06,2,7.98,2,1.97,2,10.35,2,0.54,88.5,4.4,331.58,-112.13
06-Apr-19 05:00:00,36.99817,-76.08708,2,10.43,2,19.05,2,6.85,2,1.98,2,10.12,2,0.5,91.9,5,125.51,35.27
06-Apr-19 06:00:00,36.99812,-76.08699,2,10.63,2,17.81,2,7.24,2,1.97,2,10.25,2,0.52,91.1,5.5,83.9,224.22
06-Apr-19 07:00:00,36.99809,-76.08698,2,10.51,2,18.15,2,7.08,2,1.93,2,10.16,2,0.5,98.7,6.1,-165.2,398.48
06-Apr-19 08:00:00,36.99805,-76.08689,2,10.57,2,17.55,2,7.39,2,2.06,2,10.07,2,0.51,94.2,6.4,-193.79,477.04
06-Apr-19 09:00:00,36.99800,-76.08687,4,10.78,4,16.63,4,7.12,4,2.06,4,10.17,4,0.6,99.9,6.4,-189.77,467.08
06-Apr-19 10:00:00,36.99797,-76.08691,2,10.64,2,16.84,2,7.35,2,1.93,2,10.12,2,0.63,91,4.1,-172.97,426.77
06-Apr-19 11:00:00,36.99798,-76.08695,2,10.4,2,15.76,2,9.07,2,2.18,2,10.06,2,0.83,87.9,4.1,-209.18,248.05
06-Apr-19 12:00:00,36.99799,-76.08701,2,10.37,2,15.59,2,8.78,2,2.15,2,10.07,2,0.96,72.2,4.2,-195.35,76.84
06-Apr-19 13:00:00,36.99802,-76.08710,2,10.35,2,15.84,2,6.79,2,1.92,2,10.09,2,1,63.8,4.2,-36.41,-109.56
06-Apr-19 14:00:00,36.99809,-76.08712,2,10.4,2,17.18,2,4.79,2,1.8,2,10.06,2,0.91,48.2,3.9,168.63,-226.02
06-Apr-19 15:00:00,36.99812,-76.08709,2,10.46,2,17.48,2,5.32,2,1.88,2,10.09,2,0.87,57.7,4.2,247.54,-222.95
06-Apr-19 16:00:00,36.99811,-76.08706,9,10.51,9,17.51,9,5.27,9,1.88,9,10.13,9,0.84,32.5,3.9,236.87,-16.29
06-Apr-19 17:00:00,36.99806,-76.08697,2,10.65,,,2,4.03,2,1.91,2,10.22,2,0.69,29.5,3.5,135.29,161.16
06-Apr-19 18:00:00,36.99800,-76.08693,2,10.7,2,17.21,2,4.08,2,2,2,10.33,2,0.66,37.4,3.5,-51.74,364.81
06-Apr-19 19:00:00,36.99798,-76.08688,2,10.71,2,16.9,2,4.7,2,2.03,2,10.43,2,0.58,41.5,3.3,-132.79,561.32
06-Apr-19 20:00:00,36.99796,-76.08692,2,10.83,2,16.58,2,4.07,2,1.87,2,10.47,2,0.52,53.2,3.3,-201.89,594.25
06-Apr-19 21:00:00,36.99796,-76.08692,2,10.67,2,16.21,2,3.59,2,2.2,2,10.33,2,0.5,61,3.3,-357.16,589.2
06-Apr-19 22:00:00,36.99799,-76.08695,2,10.87,2,16.57,2,4.86,2,1.83,2,10.52,2,0.53,76.2,3.6,-344.83,431.38
06-Apr-19 23:00:00,36.99801,-76.08697,2,10.91,2,16.71,2,7.33,2,1.73,2,10.61,2,0.6,80.8,4,-236.88,148.47
07-Apr-19 00:00:00,36.99804,-76.08703,4,10.83,4,16.78,4,7.87,4,1.63,4,10.61,4,0.62,89.4,4.1,12.72,-120.65
07-Apr-19 01:00:00,36.99809,-76.08709,2,10.78,2,16.79,2,7.43,2,1.55,2,10.54,2,0.64,83,4.4,172.01,-324.5
07-Apr-19 02:00:00,36.99815,-76.08715,2,10.76,2,16.83,2,6.92,2,1.52,2,10.47,2,0.55,85.6,4.3,432.11,-453.4
07-Apr-19 03:00:00,36.99817,-76.08714,2,10.65,2,17.04,2,7.05,2,1.57,2,10.34,2,0.48,86.2,4.6,336.37,-304.3
07-Apr-19 04:00:00,36.99818,-76.08711,2,10.72,2,17.2,2,7.24,2,1.63,2,10.4,2,0.44,88.2,4.6,484.83,-217.63
07-Apr-19 05:00:00,36.99819,-76.08707,2,10.72,2,17.15,2,7.02,2,1.97,2,10.24,2,0.45,90.4,5.1,344.37,-180.28
07-Apr-19 06:00:00,36.99815,-76.08701,2,10.61,2,17.5,2,7.23,2,1.88,2,10.25,2,0.39,85.6,5.6,307.76,41.82
07-Apr-19 07:00:00,36.99814,-76.08700,2,10.27,2,18.97,2,6.63,2,1.86,2,9.93,2,0.32,100.4,5.4,116.24,245.98
07-Apr-19 08:00:00,36.99809,-76.08693,4,10.53,4,17.38,4,7.32,4,1.8,4,10.22,4,0.29,93.3,5.9,-79.79,358.04
