Time (UTC),Latitude,Longitude,Temperature QC,Temperature,Salinity QC,Salinity,Chlorophyll QC,Chlorophyll,Turbidity QC,Turbidity,Oxygen QC,Oxygen,Waves QC,Significant wave height,Wave from direction,Wave period,North surface currents,East surface currents
day-month-year hour:minute:second,Degrees East,Degrees North,QC Code,Degrees Celsius,QC Code,practical salinity unit,QC Code,Micrograms per Liter,QC Code,Nephelometric Turbidity Units,QC Code,millilitres O2 per liter,QC Code,meters,Degrees clockwise from due north,seconds,meters/second,meters/second
Dd-MMM-yyyy HH:mm:ss,deg e,deg n,int,°C,int,PSU,int,ug/L,int,NTU,int,ml/L,int,meters,°,s,m/s,m/s
01-Jan-19 00:00:00,36.99820,-76.08704,1,8.64,1,13.62,1,8.35,1,1.18,1,12.24,1,0.37,114.5,2.6,97.92,-51.01
01-Jan-19 01:00:00,36.99817,-76.08698,1,8.71,1,13.54,1,7.58,1,1.19,1,12.24,1,0.34,133.5,2.5,19.21,37.34
01-Jan-19 02:00:00,36.99813,-76.08691,1,8.79,3,15.44,1,7.27,1,1.28,1,11.72,1,0.31,123.2,2.8,14.64,83.97
01-Jan-19 03:00:00,36.99811,-76.08688,1,9.05,1,14.05,1,6.95,1,1.46,1,11.73,1,0.26,120.9,2.9,-38.96,160.65
01-Jan-19 04:00:00,36.99808,-76.08685,1,9.01,1,13.22,1,5.38,1,1.62,1,11.49,1,0.39,164.5,2.6,42.55,401.94
01-Jan-19 05:00:00,36.99809,-76.08687,3,8.49,1,12.61,1,9.05,3,1.1,1,12.14,1,0.44,144.8,3.1,-54.65,185.68
01-Jan-19 06:00:00,36.99811,-76.08687,1,8.51,1,12.63,1,10.01,1,1.19,1,12.11,3,0.61,155.3,3.2,-73.34,172.53
01-Jan-19 07:00:00,36.99813,-76.08689,1,8.52,1,12.46,1,9.94,1,1.12,1,11.97,1,0.7,131.9,3.5,24.01,18.93
01-Jan-19 08:00:00,36.99815,-76.08697,1,8.6,1,12.59,1,9.75,1,1.12,1,11.91,1,0.71,154.3,3.3,117.03,-130.11
01-Jan-19 09:00:00,36.99821,-76.08700,1,8.7,1,12.99,1,9.19,1,1.16,1,11.81,1,0.76,150.5,3.5,215.27,-140.53
01-Jan-19 10:00:00,36.99822,-76.08701,1,8.97,1,13.39,1,6.93,1,1.21,1,11.64,1,0.65,165.1,3.2,293.14,-173.27
01-Jan-19 11:00:00,36.99823,-76.08697,1,9.43,1,14.62,1,4.75,1,1.65,1,10.89,1,0.66,211.1,3,475.09,-103.87
01-Jan-19 12:00:00,36.99824,-76.08693,1,9.48,1,16.34,1,4.96,1,1.55,1,10.67,1,0.64,230.7,3,500.32,-17.71
01-Jan-19 13:00:00,36.99822,-76.08691,1,9.5,1,17.37,1,5.44,1,1.49,1,10.7,1,0.56,252.8,2.8,356.26,84.86
01-Jan-19 14:00:00,36.99819,-76.08687,1,9.52,1,18.47,1,6.7,1,1.54,1,10.63,1,0.5,255.6,2.6,96.69,343.07
01-Jan-19 15:00:00,36.99811,-76.08681,1,9.64,3,15.13,1,3.13,1,1.57,1,11.03,1,0.49,251.1,2.5,183.58,443.79
01-Jan-19 16:00:00,36.99803,-76.08681,1,9.64,1,13.61,1,7.05,1,1.92,1,11.23,1,0.33,210.2,2.4,-2.82,504.01
01-Jan-19 17:00:00,36.99801,-76.08686,1,9.23,1,12.65,1,13.19,1,1.85,1,11.87,1,0.42,257.6,2.5,-14.99,710.89
01-Jan-19 18:00:00,36.99802,-76.08687,1,9.3,1,12.33,1,10.24,1,2.19,1,11.61,1,0.42,262.5,2.6,-98.16,614.78
01-Jan-19 19:00:00,36.99803,-76.08692,1,8.74,1,12.78,1,7.15,3,1.17,1,12.06,1,0.4,139.1,3,-31.95,325.99
01-Jan-19 20:00:00,36.99802,-76.08693,1,8.66,1,12.97,1,8.9,1,1.2,1,12.42,1,0.4,105.5,3.4,-116.56,268.16
01-Jan-19 21:00:00,36.99804,-76.08694,1,8.65,1,12.99,1,12.45,1,1.18,1,12.42,1,0.46,100.4,4,-186.4,227.15
01-Jan-19 22:00:00,36.99806,-76.08698,1,8.6,1,12.52,1,9.59,1,1.02,1,12.45,1,0.4,95.5,4,-226.77,-115.91
01-Jan-19 23:00:00,36.99804,-76.08699,1,8.74,1,13.01,1,8.23,1,0.96,1,12.33,1,0.35,90.8,4,0.89,41.14
02-Jan-19 00:00:00,36.99803,-76.08696,1,8.78,1,13.73,1,6.54,1,0.95,1,12.16,1,0.36,54,2.8,-38.95,15.77
02-Jan-19 01:00:00,36.99804,-76.08692,1,8.67,1,13.44,1,6.84,1,0.96,1,12.16,1,0.33,57.5,3.1,28.25,86.35
02-Jan-19 02:00:00,36.99800,-76.08690,1,8.58,1,13.6,1,6.42,1,0.98,1,12.03,1,0.44,19.7,2.7,-41.74,178.24
02-Jan-19 03:00:00,36.99800,-76.08688,1,8.53,1,13.74,1,6.2,1,1.01,1,11.91,1,0.52,15.3,2.7,-171.49,433.35
02-Jan-19 04:00:00,36.99802,-76.08689,1,8.6,1,14.31,1,6.92,1,1.06,1,11.78,1,0.42,14.1,2.6,-222.18,367.81
02-Jan-19 05:00:00,36.99802,-76.08688,1,8.46,1,13.47,1,7.68,1,1.13,1,11.92,1,0.33,17.9,2.6,-137.99,311.64
02-Jan-19 06:00:00,36.99801,-76.08687,1,8.41,1,13.26,1,8.12,1,1.03,1,12,1,0.3,39.6,2.8,-159.97,218.26
02-Jan-19 07:00:00,36.99801,-76.08690,1,8.33,1,13.11,1,7.76,1,0.97,1,11.91,1,0.3,64.7,3,-116.99,177.16
02-Jan-19 08:00:00,36.99802,-76.08694,1,8.26,1,12.88,1,7.93,1,0.95,1,11.92,1,0.38,79.2,3.3,-30.3,66.24
02-Jan-19 09:00:00,36.99805,-76.08699,1,8.23,1,13.16,1,7.73,1,0.97,1,11.79,1,0.37,85.2,3.4,46.54,-6.62
02-Jan-19 10:00:00,36.99803,-76.08701,1,8.24,1,13.44,1,6.99,1,0.95,1,11.73,1,0.39,97.9,3.2,73.66,-103.71
02-Jan-19 11:00:00,36.99805,-76.08710,1,8.34,1,14.49,1,7.09,1,1.03,1,11.44,1,0.37,77.3,2.6,78.74,-68.22
02-Jan-19 12:00:00,36.99815,-76.08708,1,8.53,1,15.66,1,9.37,1,1.43,1,11.1,1,0.45,62.6,2.6,77.01,-135.86
02-Jan-19 13:00:00,36.99815,-76.08709,1,8.45,1,15.47,1,8.88,1,1.24,1,11.2,1,0.51,62.6,2.7,112.37,-112.52
02-Jan-19 14:00:00,36.99813,-76.08706,1,8.37,1,15.69,1,6.7,1,1.1,1,11.25,1,0.69,66.9,3,60.5,-77.76
02-Jan-19 16:00:00,36.99803,-76.08694,1,8.57,1,15.44,1,10.48,1,1.5,1,11.44,1,0.46,81,3,-32.32,202.96
02-Jan-19 17:00:00,36.99802,-76.08691,1,8.59,1,15.16,1,8.42,1,1.51,1,11.4,1,0.46,81.8,3,-65.51,214.18
02-Jan-19 18:00:00,36.99802,-76.08692,1,8.57,1,14.72,1,8.88,1,1.5,1,11.66,1,0.45,85.8,3.2,-81.72,215.89
02-Jan-19 19:00:00,36.99805,-76.08695,1,8.73,1,13.73,1,12.28,1,2.11,1,11.96,1,0.4,79.1,3.2,-16.03,214.09
02-Jan-19 20:00:00,36.99805,-76.08692,1,8.87,1,13.69,1,13.02,1,2.67,1,11.83,1,0.41,87.1,3.3,-61.93,214.26
02-Jan-19 21:00:00,36.99808,-76.08695,1,8.83,1,13.64,1,11.52,1,2.32,1,11.85,1,0.45,82.1,3,-40.78,78.58
02-Jan-19 22:00:00,36.99811,-76.08701,1,8.84,1,13.64,1,10.66,1,2.29,1,11.77,1,0.47,79.8,2.9,64.31,-23.98
02-Jan-19 23:00:00,36.99813,-76.08705,1,8.76,1,13.59,1,10.23,1,2.09,1,11.95,1,0.42,80.4,2.9,149.28,-84.27
03-Jan-19 00:00:00,36.99813,-76.08706,1,8.72,1,13.6,1,7.86,1,1.83,1,11.96,1,0.44,84.2,2.8,132.74,-81.19
03-Jan-19 01:00:00,36.99812,-76.08704,1,8.62,1,13.49,1,6.27,1,1.54,1,11.9,1,0.39,85.1,3,65.08,-33.01
03-Jan-19 02:00:00,36.99812,-76.08701,1,8.64,1,13.34,1,5.62,1,1.51,1,11.81,1,0.34,88.8,2.9,3.33,3.23
03-Jan-19 03:00:00,36.99806,-76.08690,1,8.67,1,13.98,1,5.18,1,1.42,1,11.59,1,0.3,86,3.4,-5.25,71.48
03-Jan-19 04:00:00,36.99805,-76.08688,1,8.68,1,13.5,1,4.82,1,1.19,1,11.63,1,0.25,93.5,3.7,-30,162.31
03-Jan-19 05:00:00,36.99806,-76.08687,1,8.6,1,12.91,1,5.6,1,1.13,1,11.97,1,0.24,98.2,4,-44.29,158.34
03-Jan-19 06:00:00,36.99804,-76.08689,1,8.55,1,12.91,1,6.4,1,1.14,1,11.95,1,0.25,103.4,4.5,-41.33,273.77
03-Jan-19 07:00:00,36.99802,-76.08691,1,8.42,1,12.6,1,6.77,1,1.05,1,11.64,1,0.28,100,4.5,-61.74,193.82
03-Jan-19 08:00:00,36.99804,-76.08696,1,8.36,1,12.08,1,6.76,1,1,1,11.74,1,0.33,97.1,4.4,-24.88,62.34
03-Jan-19 09:00:00,36.99804,-76.08699,1,8.34,1,12.02,1,6.4,1,0.96,1,11.73,1,0.41,92.5,3.7,39.88,-38.96
03-Jan-19 10:00:00,36.99813,-76.08704,1,8.34,1,12.19,1,6.24,1,0.96,1,11.69,1,0.43,95.8,3.8,106.76,-164.89
03-Jan-19 11:00:00,36.99816,-76.08706,3,8.34,1,13.01,1,5.39,1,0.94,1,11.55,1,0.39,92.8,3.5,234.08,-221.52
03-Jan-19 12:00:00,36.99820,-76.08710,1,8.38,1,12.86,1,5.52,1,0.95,1,11.66,1,0.38,115.1,3,327,-231.31
03-Jan-19 13:00:00,36.99822,-76.08707,3,8.7,1,13.99,1,5.97,1,1.28,1,11.39,1,0.33,104.1,3,455.56,-428.63
03-Jan-19 14:00:00,36.99823,-76.08706,1,8.78,3,16.58,1,9.65,1,1.32,1,11.07,1,0.36,82.3,3.6,458.78,-406.01
03-Jan-19 15:00:00,36.99824,-76.08702,1,8.96,1,19.05,1,9.49,1,1.35,1,10.77,1,0.35,62.1,3.3,129.88,-104.6
03-Jan-19 16:00:00,36.99816,-76.08692,1,9,1,17.55,1,10.67,1,1.5,1,10.95,1,0.3,83.9,2.9,71.12,39.65
03-Jan-19 17:00:00,36.99808,-76.08691,1,9,1,16.25,1,7.85,1,1.5,1,11.13,1,0.25,100.5,3,-62.21,66.84
03-Jan-19 18:00:00,36.99809,-76.08692,1,9.13,1,13.87,1,9.93,1,1.77,1,11.37,1,0.21,86.4,3.7,-179.92,70.4
03-Jan-19 19:00:00,36.99806,-76.08690,1,9.13,1,13.42,1,10.45,1,1.8,1,11.52,1,0.24,100.9,4.4,139.57,-4.1
03-Jan-19 20:00:00,36.99805,-76.08688,1,9.06,1,13.32,1,8.08,1,1.52,1,11.67,1,0.25,102.1,4.2,37.89,17.56
03-Jan-19 21:00:00,36.99805,-76.08693,1,8.84,1,13.2,1,10.18,1,1.48,1,11.84,1,0.31,109.6,4.6,84.46,91.32
03-Jan-19 22:00:00,36.99806,-76.08699,1,8.78,1,13.16,1,7.48,1,1.29,1,11.82,1,0.31,97.4,4.4,23.87,42.76
03-Jan-19 23:00:00,36.99810,-76.08703,1,8.66,1,12.87,1,7.65,1,1.15,1,11.99,1,0.29,102.2,4.2,35.53,-16.11
04-Jan-19 00:00:00,36.99810,-76.08707,1,8.49,1,12.36,1,6.17,1,0.94,1,12.2,1,0.25,98.7,4.6,51.53,-126.26
04-Jan-19 01:00:00,36.99812,-76.08704,1,8.43,1,12.54,1,5.12,1,0.88,1,12.21,1,0.22,95.9,4.6,56.5,11.54
04-Jan-19 02:00:00,36.99811,-76.08702,1,8.17,1,12.63,1,4.71,1,0.85,1,12.26,1,0.21,96,4.7,88.93,44.52
04-Jan-19 03:00:00,36.99811,-76.08699,1,8.16,1,12.73,1,4.87,1,0.9,1,12.17,1,0.16,91.5,4.7,85.51,50.99
04-Jan-19 04:00:00,36.99809,-76.08692,1,8.34,1,12.92,1,4.49,1,0.92,1,12.01,1,0.14,94.5,5.3,41.52,106.68
04-Jan-19 05:00:00,36.99809,-76.08685,1,8.82,1,14.24,1,4.52,1,1.33,3,11.34,1,0.11,94.6,4.8,73.44,168.75
04-Jan-19 06:00:00,36.99806,-76.08685,1,8.48,1,13.35,1,4.56,1,1.05,1,11.7,1,0.11,97.3,5.1,15.29,194.91
04-Jan-19 07:00:00,36.99802,-76.08687,1,8.34,1,11.94,1,5.93,1,0.88,1,12.12,1,0.13,98,4.1,-102.37,337.74
04-Jan-19 08:00:00,36.99804,-76.08692,1,8.22,1,11.67,1,6.11,1,0.84,1,12.34,1,0.17,101.4,3.3,-87.19,198.25
04-Jan-19 09:00:00,36.99801,-76.08695,1,8.14,1,11.63,1,5.97,1,0.83,1,12.48,1,0.26,106.3,2.8,-40.64,36.56
04-Jan-19 10:00:00,36.99809,-76.08701,1,8.18,1,11.76,1,5.83,1,0.83,1,12.38,1,0.26,112.9,2.5,53.58,-76.12
04-Jan-19 11:00:00,36.99815,-76.08709,1,8.25,1,12.37,1,4.95,1,0.87,1,11.96,1,0.23,93.6,2.6,85.92,-152.63
04-Jan-19 12:00:00,36.99820,-76.08715,1,8.51,1,13.6,1,4.97,1,1.04,1,11.58,1,0.2,80.6,2.7,148.81,-159.7
04-Jan-19 13:00:00,36.99826,-76.08718,1,8.68,1,13.39,1,5.99,1,1.36,1,11.29,1,0.23,68.8,2.7,132,-144.71
04-Jan-19 14:00:00,36.99826,-76.08713,1,8.97,1,13.67,1,8.06,1,1.77,1,11,1,0.26,75,2.5,232.73,-280.46
04-Jan-19 15:00:00,36.99826,-76.08715,1,9.03,1,16.38,1,8.31,1,1.62,1,10.89,1,0.27,70.2,2.6,161.48,-297.36
04-Jan-19 16:00:00,36.99828,-76.08713,1,9.26,1,19.01,1,6.95,1,1.69,1,10.5,1,0.28,74.9,2.7,332.34,-45.1
04-Jan-19 17:00:00,36.99820,-76.08704,1,9.29,1,19.34,1,9.24,1,1.72,1,10.52,1,0.26,88.9,2.8,138.05,167.74
04-Jan-19 18:00:00,36.99814,-76.08699,1,9.09,1,16.41,1,11.83,1,1.65,1,11.13,1,0.21,88.6,3,-45.81,217.42
04-Jan-19 19:00:00,36.99812,-76.08695,1,8.83,1,14.18,1,13.82,1,1.43,1,11.74,1,0.19,94.3,3.2,-116.63,213.79
04-Jan-19 20:00:00,36.99810,-76.08690,1,8.63,1,12.69,1,13.96,1,1.3,1,12.34,1,0.21,109.5,3.8,-436.17,66
04-Jan-19 21:00:00,36.99810,-76.08693,1,8.54,1,12.31,1,9.61,1,1.08,1,12.19,1,0.24,98,3.6,-323.1,88.88
04-Jan-19 22:00:00,36.99812,-76.08700,1,8.51,1,12.36,1,9.94,1,1.33,1,12.02,1,0.32,100.3,2.9,-93.81,88.91
04-Jan-19 23:00:00,36.99814,-76.08705,1,8.55,1,12.55,1,8.65,1,1.21,1,11.89,1,0.45,95.2,2.7,1.71,-36.49
05-Jan-19 00:00:00,36.99817,-76.08709,1,8.52,1,12.8,1,7.03,1,1.1,1,11.95,1,0.43,96.8,2.7,49.74,-68.53
05-Jan-19 01:00:00,36.99819,-76.08712,1,8.58,1,12.93,1,5.83,1,0.97,1,11.91,1,0.37,76.2,2.8,94.62,-88.93
05-Jan-19 02:00:00,36.99821,-76.08712,1,8.67,1,13.16,1,5.3,1,0.95,1,11.74,1,0.35,83.8,3,107.98,-69.64
05-Jan-19 03:00:00,36.99822,-76.08709,1,8.78,1,14.08,1,4.99,1,1.02,1,11.36,1,0.38,100.6,2.7,94.69,-61.23
05-Jan-19 04:00:00,36.99824,-76.08704,1,8.92,1,14.47,1,4.63,1,1.1,1,11.13,1,0.53,132.9,2.6,106.62,-21.8
05-Jan-19 05:00:00,36.99822,-76.08698,1,8.88,1,13.8,1,5,1,1.02,1,11.41,1,0.49,121.4,2.8,102.62,122.09
05-Jan-19 06:00:00,36.99812,-76.08689,1,8.97,1,14.49,1,4.96,1,1.15,1,11.14,1,0.43,120,2.9,-16.21,243.27
05-Jan-19 07:00:00,36.99813,-76.08691,1,9.09,1,13.98,1,4.33,1,1.34,1,10.99,1,0.48,120.4,3.3,24.87,220.84
05-Jan-19 08:00:00,36.99814,-76.08691,1,9.14,1,13.36,1,4.32,1,1.57,1,11,1,0.45,110.4,3.5,-33.18,129.48
05-Jan-19 09:00:00,36.99810,-76.08690,1,8.73,1,12.65,1,5.15,1,1.05,1,11.37,1,0.42,111.2,3.3,-41.6,83.98
05-Jan-19 10:00:00,36.99813,-76.08691,1,8.59,1,12.47,1,6.02,1,0.86,1,11.38,1,0.51,110,3.3,-14.67,7.68
05-Jan-19 11:00:00,36.99816,-76.08699,1,8.6,1,12.44,1,6.01,1,0.87,1,11.32,1,0.6,112.3,3.6,46.73,-122.47
05-Jan-19 12:00:00,36.99820,-76.08705,1,8.62,1,12.5,1,6.03,1,0.87,1,11.3,1,0.57,105.1,3.5,155.57,-121.83
05-Jan-19 13:00:00,36.99824,-76.08706,1,8.94,1,13.2,1,5.33,1,1.27,1,11.13,1,0.56,109.1,3.6,145.92,-99.62
05-Jan-19 14:00:00,36.99830,-76.08701,1,9.36,1,15.08,1,5.95,1,1.66,1,10.57,1,0.72,250.7,3.2,451.89,-142.66
05-Jan-19 15:00:00,36.99828,-76.08697,1,9.4,1,17.37,1,4.21,1,1.49,1,10.53,1,0.62,276.4,3.2,430.89,-86.59
05-Jan-19 16:00:00,36.99822,-76.08689,1,9.51,1,18.08,1,4.61,1,1.48,1,10.53,1,0.57,276.3,2.8,460.47,232.77
05-Jan-19 17:00:00,36.99811,-76.08683,1,9.59,1,18.52,1,4.26,1,1.63,1,10.41,1,0.64,261.2,2.6,199.74,448.7
05-Jan-19 18:00:00,36.99808,-76.08685,1,9.47,1,16.26,1,4.8,1,1.61,1,10.82,1,0.63,267.3,2.5,75.77,742.19
05-Jan-19 19:00:00,36.99805,-76.08686,1,9.58,1,15.58,1,5.26,1,2.01,1,10.72,1,0.63,281,2.6,44.89,819.59
05-Jan-19 20:00:00,36.99802,-76.08686,1,9.26,1,14.65,1,6.6,1,1.74,1,11.27,1,0.62,288,2.6,-110.17,525.85
05-Jan-19 21:00:00,36.99801,-76.08687,1,9.29,1,13.28,1,7.69,1,1.67,1,11.33,1,0.52,293.6,2.7,-128.46,620.14
05-Jan-19 22:00:00,36.99802,-76.08688,1,8.85,1,12.76,1,7.72,1,1.1,1,11.66,1,0.56,290.3,2.7,-135.37,334.74
05-Jan-19 23:00:00,36.99801,-76.08692,1,8.85,1,14.67,1,7.32,1,1.12,1,11.41,1,0.53,309.5,2.8,-53.16,157.05
06-Jan-19 00:00:00,36.99801,-76.08694,1,8.86,1,15.43,1,6.33,1,1.11,1,11.29,1,0.47,321.6,2.8,-69.86,83.46
06-Jan-19 01:00:00,36.99802,-76.08695,1,8.84,1,15.07,1,5.73,1,1.04,1,11.43,1,0.51,325.6,2.8,-11.38,-17.62
06-Jan-19 02:00:00,36.99804,-76.08696,1,8.72,1,14.01,1,5.39,1,0.93,1,11.73,1,0.37,306.5,3,-13.73,-24.67
06-Jan-19 03:00:00,36.99804,-76.08689,1,8.73,1,14.3,1,5.09,1,0.93,1,11.64,1,0.37,302.9,2.7,32.12,-18.47
06-Jan-19 04:00:00,36.99807,-76.08688,1,8.74,1,14.72,1,4.48,1,0.91,1,11.53,1,0.36,275.4,2.5,12.05,66.56
06-Jan-19 05:00:00,36.99808,-76.08686,1,8.73,1,14.84,1,4.48,1,0.94,1,11.44,1,0.29,282.8,2.4,-35.1,128.59
06-Jan-19 06:00:00,36.99808,-76.08685,1,8.58,1,14.13,1,4.41,1,0.87,1,11.53,1,0.23,267,2.7,-49.19,200.37
06-Jan-19 07:00:00,36.99802,-76.08686,1,8.5,1,13.17,1,5,1,0.9,1,11.77,1,0.14,129.7,2.4,-64.8,352.91
06-Jan-19 08:00:00,36.99800,-76.08688,1,8.48,1,12.57,1,5.59,1,0.9,1,11.86,1,0.12,135.8,2.6,-94.05,467.65
06-Jan-19 09:00:00,36.99799,-76.08688,1,8.3,1,12.01,1,5.64,1,0.86,1,11.97,1,0.2,160.6,2.6,-61,284.43
06-Jan-19 10:00:00,36.99800,-76.08687,1,8.22,1,12.07,1,5.62,1,0.9,1,11.89,1,0.32,209.7,2.7,-57.65,134.11
06-Jan-19 11:00:00,36.99803,-76.08688,1,8.25,1,12.35,1,5.45,1,0.95,1,11.68,1,0.37,215.5,2.8,-45.95,31.25
06-Jan-19 12:00:00,36.99809,-76.08693,1,8.23,1,12.37,1,5.58,1,0.93,1,11.7,1,0.35,226.4,2.7,46.7,-76.47
06-Jan-19 13:00:00,36.99815,-76.08701,1,8.28,1,12.64,1,6.81,1,0.92,1,11.68,1,0.37,258.3,2.8,167.34,-181.22
06-Jan-19 14:00:00,36.99820,-76.08703,1,8.29,1,12.58,1,4.48,1,0.86,1,11.76,1,0.3,276.3,2.8,206.12,-266.66
06-Jan-19 15:00:00,36.99822,-76.08704,1,8.45,1,13.17,1,3.51,1,0.87,1,11.67,1,0.25,294.2,2.9,287.92,-282.78
06-Jan-19 16:00:00,36.99818,-76.08702,1,8.61,1,13.61,1,3.21,1,0.9,1,11.65,1,0.23,309.1,2.8,319.04,-341.25
06-Jan-19 17:00:00,36.99817,-76.08697,1,8.77,1,14.06,1,3.04,1,0.96,1,11.64,1,0.37,295.4,2.5,191.12,-168.33
06-Jan-19 18:00:00,36.99817,-76.08694,1,9.07,1,15.36,1,2.9,1,1.07,1,11.43,1,0.36,301.1,2.5,62.2,-8.57
06-Jan-19 19:00:00,36.99808,-76.08690,1,9.25,1,14.87,1,3.37,1,1.19,1,11.29,1,0.26,336.3,2.3,-36.2,61.39
06-Jan-19 20:00:00,36.99803,-76.08687,1,9.15,1,14.5,1,4.85,1,1.26,1,11.38,1,0.27,44,2.3,-120.02,198
06-Jan-19 21:00:00,36.99804,-76.08688,1,9.15,1,14.12,1,6.34,1,1.4,1,11.46,1,0.3,57.1,2.5,-125.12,226.75
06-Jan-19 22:00:00,36.99804,-76.08690,1,8.98,1,13.85,1,6.08,1,1.23,1,11.45,1,0.35,35.7,2.4,-117.79,180.2
06-Jan-19 23:00:00,36.99804,-76.08693,1,8.88,1,13.22,1,5.86,1,1.07,1,11.57,1,0.29,43.8,2.6,-15.41,81.7
07-Jan-19 00:00:00,36.99804,-76.08697,1,8.81,1,13.05,1,5.41,1,0.98,1,11.6,1,0.31,35.3,2.6,-28.12,22.56
07-Jan-19 01:00:00,36.99808,-76.08700,1,8.66,1,13.02,1,4.93,1,0.9,1,11.66,1,0.28,44.5,3,64.13,-27.63
07-Jan-19 02:00:00,36.99811,-76.08702,1,8.64,1,13.19,1,4.27,1,0.88,1,11.57,1,0.26,44.1,3.3,113.8,-26.51
07-Jan-19 03:00:00,36.99809,-76.08702,1,8.87,1,14.58,1,4.43,1,1.13,1,11.19,1,0.34,30.1,2.4,110.28,-25.13
07-Jan-19 04:00:00,36.99810,-76.08700,1,8.94,1,14.78,1,4.72,1,1.18,1,11.13,1,0.39,23.8,2.5,100.82,21.43
07-Jan-19 05:00:00,36.99808,-76.08691,1,8.93,1,14.58,1,4.25,1,1.16,1,11.14,1,0.54,8.2,2.7,39.65,123.83
07-Jan-19 06:00:00,36.99804,-76.08686,1,8.85,1,14.9,1,4.13,1,1.17,1,11.05,1,0.67,7.1,2.8,-199.86,297.48
07-Jan-19 07:00:00,36.99802,-76.08687,1,8.69,1,14.35,1,4.18,1,1.08,1,11.18,1,0.72,11.8,3,-203.85,458.33
07-Jan-19 08:00:00,36.99800,-76.08688,1,8.61,1,14.4,1,5.11,1,1.17,1,10.98,1,0.69,7.7,3,-155.46,453.3
07-Jan-19 09:00:00,36.99798,-76.08691,1,8.44,1,13.66,1,6.25,1,1.16,1,11.19,1,0.6,10.4,2.9,-278.48,476.53
07-Jan-19 10:00:00,36.99797,-76.08690,1,8.36,1,13.66,1,6.77,1,1.08,1,11.21,1,0.61,27.6,2.9,-316.05,409.16
07-Jan-19 11:00:00,36.99798,-76.08695,1,8.31,1,13.61,1,5.89,1,0.99,1,11.41,1,0.69,42.8,2.9,-291.15,207.65
07-Jan-19 12:00:00,36.99801,-76.08700,1,8.31,1,13.97,1,6.61,1,1.07,1,11.31,1,0.73,49.1,2.9,-316.1,-53.22
07-Jan-19 13:00:00,36.99807,-76.08709,1,8.29,1,14.42,1,6.89,1,1.08,1,11.2,1,0.79,51,3,-143.99,-176.29
07-Jan-19 14:00:00,36.99811,-76.08713,1,8.4,1,15.43,1,6.61,1,1.18,1,10.93,1,0.78,48.6,3.1,36,-289.83
07-Jan-19 15:00:00,36.99819,-76.08719,1,8.59,1,16.29,1,4.97,1,1.31,1,10.66,1,0.86,56.9,3.3,130.83,-282.42
07-Jan-19 16:00:00,36.99817,-76.08717,1,8.72,1,16.7,1,5.36,1,1.35,1,10.58,1,0.78,55.1,3.4,110.71,-366.06
07-Jan-19 17:00:00,36.99817,-76.08719,1,8.7,1,16.64,1,4.12,1,1.26,1,10.8,1,0.74,59,3.3,48.76,-31.08
07-Jan-19 18:00:00,36.99818,-76.08711,1,8.72,1,16.01,1,4.05,1,1.23,1,10.91,1,0.67,55.6,3.4,10.92,22.19
07-Jan-19 19:00:00,36.99816,-76.08708,1,8.72,1,16.28,1,4.17,1,1.26,1,10.94,1,0.54,62.4,3.3,3.5,140.86
07-Jan-19 20:00:00,36.99807,-76.08698,1,8.7,1,15.22,1,5.42,1,1.34,1,11.1,1,0.51,79,3.3,-99.52,184.23
07-Jan-19 21:00:00,36.99810,-76.08693,1,8.67,1,14.71,1,6.01,1,1.4,1,11.21,1,0.45,80.5,3.2,-114.07,269.32
07-Jan-19 22:00:00,36.99809,-76.08696,1,8.63,1,14.68,1,5.57,1,1.63,1,11.15,1,0.48,81.9,3.2,-82.7,253.54
07-Jan-19 23:00:00,36.99808,-76.08703,3,8.21,1,13.2,1,5.72,3,1.13,3,11.8,1,0.54,83.2,3.1,-98.62,161.11
08-Jan-19 00:00:00,36.99811,-76.08709,1,8.15,1,12.74,1,5.57,1,1.05,1,11.8,1,0.5,97.9,2.8,-48.9,-31.72
08-Jan-19 01:00:00,36.99814,-76.08716,1,8.13,1,12.92,1,5.16,1,1.01,1,11.76,1,0.51,95.8,2.7,21.04,-226.47
08-Jan-19 02:00:00,36.99818,-76.08720,1,8.17,1,13.67,1,4.53,1,1.02,1,11.6,1,0.5,92.4,2.8,101.84,-315.54
08-Jan-19 03:00:00,36.99822,-76.08717,1,8.58,1,14.56,1,4.36,3,1.72,1,11,1,0.56,92.5,2.7,155.76,-269.9
08-Jan-19 04:00:00,36.99824,-76.08719,1,8.57,1,15.3,1,4.38,1,1.22,1,11,1,0.56,98.3,2.7,204.08,-231.28
08-Jan-19 05:00:00,36.99823,-76.08714,1,8.59,1,15.08,1,4.28,1,1.25,1,11.03,1,0.54,94.3,2.8,132,-120.16
08-Jan-19 06:00:00,36.99822,-76.08706,1,8.64,1,15.01,1,4.29,1,1.27,1,11,1,0.49,98.5,3.2,69.48,-15.21
08-Jan-19 07:00:00,36.99816,-76.08703,1,8.65,1,14.66,1,3.97,1,1.32,1,11.01,1,0.36,78.2,3.7,9.45,76.93
08-Jan-19 08:00:00,36.99809,-76.08699,1,8.61,1,14.86,1,3.84,1,1.67,1,10.88,1,0.32,98.9,3.7,-90.89,121.29
08-Jan-19 09:00:00,36.99805,-76.08692,1,8.81,1,14.51,1,4,1,2.22,1,10.74,1,0.29,93.2,4.2,-19.66,252.41
